page_file,footnote_text,cluster_label,word_count
0372_the_land_of_the_perumauls_page_372.jpg,"† From the above it would seem probable, that the statement of Mr. White- house, in HISTORICAL NOTICES OF COCHIN ""That in 1565 the Jews to escape the ""persecutions of the Portuguese, left Cranganore, and put themselves under the protection of the Cochin Rajah,"" is an error.",0,46
0232_the_land_of_the_perumauls_page_232.jpg,"* At Cruzmilagri, midway between Cochin and Maliapooram, is the spot pointed out by local tradition, as that where St. Thomas landed. But it is quite as probable, that, the Portugues planted the cross in this place, in token of territorial sovereignty.",0,41
0417_the_land_of_the_perumauls_page_417.jpg,"* Colonel Welsh's ""Military Reminiscences,"" vol. 2, poge 86.",3,8
0471_the_land_of_the_perumauls_page_471.jpg,"* The authoress of ""Delhi"" says, Natives believe that ""If you pass between two donkies, you will lose your religion, but if you touch them both, you will get it back again, and keep it""! if so easily lost, it might be added, ""as long as you hold on by the animals’ tails.""",6,52
0311_the_land_of_the_perumauls_page_311.jpg,"* Colebrooke, Forbes' Oriental Memoirs, Vol. II, p. 310.",3,8
0456_the_land_of_the_perumauls_page_456.jpg,"* It is a common Hindu saying, that he who has seen a straight cocoanut tree, a dead Monkey, the nest of a paddy bird, or the depth of a woman's deceitful heart, &c. will live for ever.",0,37
0251_the_land_of_the_perumauls_page_251.jpg,"* The four Roman Catholic castes, are at the present time, divided in the following manner. The first, the Arawutnarleecar, (or the community of sixty- four,) is said to have consisted originally of converted Brahmans and Nairs. The second, the Moonootecar, (or three hundred,) are the Latins, or Topasses, so named from wearing hats, and believed to have mostly sprung from domes- tic slaves. The third, the Unuttccar, (the five hundred,) are considered to have originally sprung from Mneuas, or converted fishermen, and other low caste people, they generally call themselves Moplahs. The fourth, the Erunoortecar (seven hundred,) are the descendants of the sail slaves. The Catanars or Priests are generally taken from the second, or fourth of these communities or castes.",1,121
0474_the_land_of_the_perumauls_page_474.jpg,"* The occupation of Swineherd, is stated by Herodotus, to have been deem- ed most vile and contemptible, and the Egyptians refused persons who follow- ed this occupation, admission into their temples, whilst they were spurned even by the very dregs of the population. (cotd.) ""in a decayed Settlement like Cochin; and what we must regard (to say the least) ""as the inconsiderate suppression of the Dutch Orphan House, with its ample ""funds, must have increased the misery in many an indigent household."" Unprejudiced readers may satisfy themselves, how far facts are in accordance with this assertion.",4,96
0215_the_land_of_the_perumauls_page_215.jpg,* Cutcherry Records. M.S.S.,3,3
0191_the_land_of_the_perumauls_page_191.jpg,"* Report says, that the Church was occupied as a slave godown, on special emergencies, and that in the week days, when the sacred edifice was not required for religious purposes, it was employed to keep these unfortunate creatures in, who had usually been carried off by the Moplahs, and sold to the Dutch, who shipped them to Ceylon, Batavia, the Cape, and other places.",6,64
0142_the_land_of_the_perumauls_page_142.jpg,* Memorial of Governor Moens. Official Records M. S. S.,3,9
0097_the_land_of_the_perumauls_page_97.jpg,"* It is certainly a curious coincidence, that all these articles, are now procu- rable in any Bazaar; and probably were so, at that time, whilst they do not much resemble European gifts.",0,32
0386_the_land_of_the_perumauls_page_386.jpg,"* The term Moplah, is not used by those of that sect, who call themselves Mussalmen, or Mahomedans. Duncan says, that a Cazee derived the name from Ma, ""mother,"" and pilla, ""a puppy:"" as a term of reproach. MacLean considered that the word came from Maha, or Mahai, ""Mocha"" and Pilla, ""a child, and therefore translated it, ""children, or Natives, (perhaps outcastes) of Mahai, or Mocha."" Asiatic Researches, Vol. 5, Page 28. (cotd.) of the pepper, and the Portuguese Government. When competition arose, monopolies were by degrees introduced, but such a power does not exist in the laws of Cheruman Permaul, by which the rulers of Malabar are bound, and from which they cannot deviate, without the consent of their subjects. This was a cause, why the Rajahs and Chiefs, feared to prevent smuggling, as they were well aware, of the illegality of the system of monopolies.",1,146
0160_the_land_of_the_perumauls_page_160.jpg,"* Governor Moens' memorial to his successor, 1781.",3,7
0485_the_land_of_the_perumauls_page_485.jpg,"* A writer in the Calcutta Review, mentions a ""curious fact, of two Crows' ""nests being found, entirely and very neatly constructed, of the wires used ""for fastening down, the corks of soda water bottles.""",0,34
0485_the_land_of_the_perumauls_page_485.jpg,"† Lieutenant Burgess mentions the following anecdote, which well illustrates the manners of these birds. ""Some Crows had been sitting near a young dog, ""watching him whilst engaged with a bone. Having apparently concerted the ""plan, one of them alighted, stepped up, and took a peck at the dog’s tail; the ""dog irritated, made a snap at the bully ; on which a comrade who appears ""to have been ready, made a dash and went off with the prize."" A Cochin dog before turning round to snap at a Crow puts his paw on the bone he is eating.",4,97
0216_the_land_of_the_perumauls_page_216.jpg,"* Government order, dated September 27th, 1836.",3,6
0192_the_land_of_the_perumauls_page_192.jpg,"* Dutch, Government Records. M.S.S.",3,4
0356_the_land_of_the_perumauls_page_356.jpg,"* The census of these places, was taken by order of the Dewan, Vencata Row, in 1857, there were 1,790 Jews in the whole of the Cochin State. The Rev. Claudius Buchanan, in his enthusiastic manner, computed the Jews of Cochin, at 16,000!",0,42
0234_the_land_of_the_perumauls_page_234.jpg,"* Paoli says, ""had they been originally Indians, why should they make use ""of Chaldaic expressions, and not much rather words peculiar to the Malabar ""and Sanscrit langauges? it is therefore not improbable, that a considerable ""number of Christians, went from Persia and Chaldea to India, and united ""themselves to the small body of the original Indian Christians, whose ances- ""tors were formerly converted to the Christian faith, by the Apostle Thomas.""",6,71
0270_the_land_of_the_perumauls_page_270.jpg,"* In 1803, three thousand star pagodas were given by the Syrian Metropoli- tan Mar Thomas to the British Resident for investment in Government securi- ties at 8 per cent, interest for charitable purposes.",0,33
0252_the_land_of_the_perumauls_page_252.jpg,"* About this time the Roman Catholics of Calicut, were thrown into a state of great excitement, by a play which was acted by the Syrians. The principal characters represented by St. Thomas, and St. Peter, with St. Syriae as umpire. St. Thomas commenced by detailing an account of St. Peter and himself, showing how they were both disciples of our Lord, and that now his territories were infringed upon : that he claimed the East, the West was St. Peter's, and there he ought to remain. St. Peter replied, that he claimed all the world. The umpire St. Syriae decided in favour of St. Thomas, because the Christians of India, depended not upon St. Peter, but on the Patriarch of Babylon, whilst the Portuguese prelate he denounced as a faithless heretic, and decided that the decrees extorted by force at Diamper, were manifestly null and void.",1,145
0515_the_land_of_the_perumauls_page_515.jpg,"* It should be stated, that preserved specimens of every species of fish here mentioned, besides many others, are kept for transmission to Europe, by an early opportunity; when the new species, several of which are included amongst them, may be named.",0,41
0486_the_land_of_the_perumauls_page_486.jpg,"* Wilford, Asiatic Researches, Vol. 9 page 96.",3,7
0035_the_land_of_the_perumauls_page_35.jpg,* Dutch Government Records of Cochin M.S.S.,3,6
0141_the_land_of_the_perumauls_page_141.jpg,"* Most of the Dutch Government records of Cochin, numbering many hundred volumes, are still extant in the Cutcherry. Some are effaced by time, and more mutilated by insects. Owing to valuable translations kindly made, by C. D'Albedyhll, Esq., and the use of those effected by a former Collector, (Oliphant,) much of the text of this Chapter had been compiled from Official sources, hitherto unpublished. Each Dutch Governor left a Memorial for his successor, which detailed the history of his administration, &c., likewise a Diary was kept, in which all important, and many unimportant events were registered. There was also the ""letter received"" book, and the ""letter despatched"" book. The ""Secret resolution record"" the translation book of all letters from the neighbour- ing Rajahs, the Judicial, and Orphanage records, the Trade books, and many others.",1,134
0141_the_land_of_the_perumauls_page_141.jpg,"† The treaties between the Dutch and the Rajah of Cochin, were dated, March 22nd, 1663 : February 25th, 1664 : February 23rd, 1674 : May 21st, 1678 : May 9th, 1681 : April 6th, 1698 : February 14th, 1772 : October 11th 1785. But there were also agreements in writing, and other verbal ones, all considered binding on the Rajah.",6,53
0390_the_land_of_the_perumauls_page_390.jpg,"* It has been already shown, (Chap. VII) how the Hindus venerate the Vedas, and what care they take, to prevent their even being seen by the lower castes : how carefully the Jews preserve their Pentateuch, and the honour in which they hold it. It has been discussed, whether the Bible ought or ought not, to be in the hands of all indiscriminately. The Roman Catholics consider that the former course would end in its not being respected, whilst on the other hand many Protestants think it would be advisable to use it as a class book in the schools. It may well be remarked, with what respect the Koran is treated by the Mahomedans. In a public discussion in Mysore, regarding the respective merits of the Christian and Mahomedan faith, the Missionary produced his bible, ""but a difficulty arose about the Koran, for the Jury insist- ""ed on its being produced. After much delay, discussion, and anger amongst ""the Mussalmen, it was brought carefully folded in a handkerchief, and a ""chair provided for its reception, as the Jury could not deface these ""books, or even touch them, thcy were carefully folded up in a handkerchief, ""and the mark was put upon the knot, so that it could not be opened, but ""by consent of the Jury.""—Mullens' Missions in South India, 1854.",5,221
0176_the_land_of_the_perumauls_page_176.jpg,"* To give an idea of the presents which were exchanged, between the Dutch Governor, and the Rajah of Travancore, the following is inserted. Van Angel- beck wrote to the Rajah, September 30th, 1795, stating that he is transmitting the following things, which he trusts His Highness will accept as a proof of the Company's friendship. Two flasks of Cinnamon oil : two flasks of Clove oil : one case of Cloves: one piece of red Velvet: four pieces of Satin: one Carboy of rosewater : two reams of gilt edged paper: one pound of red sealing wax : and four bundles of quills.",4,99
0154_the_land_of_the_perumauls_page_154.jpg,"* This pepper treaty was ever after a source of irritation, and Van Angel- beck alludes to the subject in his memorial to his successor, in 1793. The Rajah never appears to have furnished the quantity he promised, and Com- missioners were continually being sent to Trivandrum to remind him, at last it was only by agreeing to raise the price to Rupees 115 a candy, that they obtained any; in 1790 none was furnished, and a higher price demanded, which Van Angelbeck refused to give. Sometimes Travancore declared the Dutch ought to have none, as they were assisting their enemies: afterwards that they were engaged with the Mysoreans; anyhow, the treaty does not appear, to have brought either credit, or money to the Dutch.",1,124
0154_the_land_of_the_perumauls_page_154.jpg,"† Memorial of Commandant F. Canes, dated, December 31st, 1756.",3,9
0079_the_land_of_the_perumauls_page_79.jpg,"* In olden times, the Cochin Rajah, had the token of unlimited power car- ried before him: consisting of the branch of a cocoanut tree, the lower end of which, was bound with a bandage, leaving the top quite free. Petty Princes, if subject to any higher authority, were obliged to have the branch bound at each end.",6,57
0294_the_land_of_the_perumauls_page_294.jpg,"* Paterson gives the three first symbols of the Deity as follows: To the Swan, on which Brahma rides, he attributes purity, justice, and truth, it being a pure unspotted fowl, that swimmings amongst the waters of the world, is dis- tinct from, and unsullied by them, however filthy they may be. The Garuda of Vishnu, is the full blaze of day, the dazzling truth. The Bull of Siva, has a virtue in every joint, his three horns are the three Vedas, and his tail ends, where injustice commences.",4,88
0110_the_land_of_the_perumauls_page_110.jpg,"* These lapidaries constructed more than 400 guns for the Samorin, in whose service they continued, until the year 1506, when they were both murdered as traitors, by 200 Nairs, and Yogees. However, they sold their lives dearly, as they are said to have slain six of their assailant, and wounded forty more, be- fore being finally overpowered.",6,57
0132_the_land_of_the_perumauls_page_132.jpg,"* The Samorin was induced to join in an alliance with the Portuguese, his old enemies, against the Rajah of Cuneale, as the only effectual means he had of punishing one, who had taken upon himself, the titles of, King of the Mala- bar Moors, and Lord of the Indian seas, and who had also cruelly ill-treated a Nair, and dared to cut off the tail of an elephant!",6,68
0325_the_land_of_the_perumauls_page_325.jpg,"* The house of a Namboorie is called an Illum, the ground on which it stands is freehold property. That of a Putter, is termed a Muddum; of a Nair, a Veedoo, unless a Dewan, or Judge, should be a Nair, when it is called a Muddum : a Christian's, a Peediya : a Chogan's, a Cotikul : a Churmur's, a Chahla : an European's, a Bungalow.",6,62
0462_the_land_of_the_perumauls_page_462.jpg,"* The Egyptians held cats in such great estimation, that when one died in the house, the owner of it shaved his eyebrows, and mourned as if for a child. The body was embalmed, and taken to a particular city for interment, where it may be said, there was many a cat-a-wall-in. Killing a cat was considered a heinous offence, and was punished by a fine, the amount of which depended on the Priest's verdict. Even in Wales we are told, that in olden times, a Prince included a law for the preservation of cats, amongst the code by which he regulated his kingdom. A kitten before she could see, was estimated at the value of a calf, after her first capture her price was doubled, and a re- gular mouser was valued at four calves. However in those primitive times, a calf might be purchased for a penny.",1,148
0265_the_land_of_the_perumauls_page_265.jpg,"* Land disposed of, either by the Government of Cochin, or by that of Tra- vancore, had certain conditions or obligations attached to the transfer. Some- times they were rent free, or on a very reduced rate, or tax, on condition that the holder should perform some particular service, such as beating out a cer- tain quantity of paddy in the year, carrying a certain number of loads from one place to another, or supplying a certain quantity of articles, such as milk, oil, flowers, &c., at stated periods.",4,88
0440_the_land_of_the_perumauls_page_440.jpg,"* For a detailed account of the diseases of Cochin, which is unsuited to these pages, the reader is referred, to the Madras Journal of Medical Science, Vols. 1, 2, and 3. Out of upwards of 20,000 admissions, into the Cochin Civil Dispen- sary, in five years, ending 1861, they were as follows : malarious fevers 9.7 : eruptive fevers 3.5 : lung affections 5.5: liver 0.3 : intestines 28.8 : brain 1.2: cholera 0.1 : dropsies 2.3 : rheumatism 5.8: lock hospital 4.4: abscesses and ulcers 10.1: wounds 10.4: eye 2.4: skin 7.1: other diseases 8.4.",4,89
0404_the_land_of_the_perumauls_page_404.jpg,"* Mr. Muller, a German missionary, mentions appealing to a Hindu’s conscience, with respect to the future rewards of good and evil. The Hindu answered by a story. A butcher bought a cow, whilst taking her home, she broke her rope and escaped. Going in pursuit he met a veracious Hindu, who informed him which road the cow had taken. Proceeding a little further asking a men- dacious Hindu, he told him the wrong road, consequently the cow escaped. After death, the one who by telling the true road, whereby the butcher was able to pursue the cow with the intention of slaughtering her was adjudged to be gnawed by worms for twenty lifetimes. He who by telling an untruth had saved the cow's life was adjudged to be born twenty times a king.",1,133
0221_the_land_of_the_perumauls_page_221.jpg,"* On the taking of Cochin, the following silver furniture was delivered up, as the property of this Church: 1 font, 1 plate, 2 bread dishes, 2 waiters, 1 fun- nel, 4 goblets, 68 cyphers and letters, 1 margin and 1 bell for the collecting purse, a small font, and the brass stand of an hour glass, apparently employ- ed for regulating the length of the sermons, but the glass unfortunately is bro- ken : the cyphers appear to have been used, for marking the hymns on a board. Besides these, there were various designations, for as many bags : so that sub- scribers, knew whether their money was given to the Leper-hospital, the or- phanage, the widows, or the poor.",1,118
0361_the_land_of_the_perumauls_page_361.jpg,"* The Rev. C. Buchanan, states that the original plate was of brass, and engraved on both sides. He had facsimiles made from it, on two copper plates, which he deposited in the University of Cambridge. The carving of the origi- nal, is said to have looked very old, that on the present plates, certainly does not do so. If the plate at Cambridge is of brass, and engraved on both sides, it may perhaps be concluded, that Dr. Buchanan returned the new plates to the Jews, and kept the old one.",4,91
0131_the_land_of_the_perumauls_page_131.jpg,"* In 1679, at Ambalacate, on the Malabar coast, they published a Tamil Dic tionary, written by Father Antonio de Prœnzoa. (cotd.) that Nairs do to Brahmans, but there appears no foundation for this statement. Teers, Chogans, and Shanars, will all eat together, but do not inter-marry.",0,46
0184_the_land_of_the_perumauls_page_184.jpg,"* The Military report respecting the capture of Cochin is at present not to be discovered. Mills, in his ""History of British India,"" states it was taken af- ter ""a great resistance."" See Vol. VI. page 69.",0,36
0425_the_land_of_the_perumauls_page_425.jpg,"* Wherever the Rajah has a Colgum, the Paliat Achen possessed an Illum. District courts go by the name of ""the gate of the palace,” therefore should the Rajah be hearing any case in the courts, he is ""sitting in the gate of the palace.""",0,44
0200_the_land_of_the_perumauls_page_200.jpg,"* M.S.S., Report of Commissioners, to Lord Cornwallis, 1793.",3,8
0326_the_land_of_the_perumauls_page_326.jpg,"* A Namboorie rarely gives a decided answer, this is said to be owing, to his being very fearful, lest he should state what is not exactly the truth.",0,28
0326_the_land_of_the_perumauls_page_326.jpg,"† Any Namboorie woman going south of the Quilon river, loses caste.",3,11
0304_the_land_of_the_perumauls_page_304.jpg,"* This may be one reason, why ill governed Native states, are preferred by the inhabitants, to the well ruled British possessions. Natives appear better satisfied if kept in order by force, and bullied into reason, than if treated by kindness, and ruled with forbearance, which is synonymous amongst them, with cowardice, fear, or foolishness. So it is in magisterial matters, he who decides all cases upon their merits, without allowing bribes to sway him, has the epithet of ""silly fellow,"" or ""fool,"" affixed to his name!",4,86
0263_the_land_of_the_perumauls_page_263.jpg,"* They were however jealous of foreign interference; thus in 1740, when the Moravian United Brethren, attempted to establish a Mission in Ceylon, the Clergy opposed the project so virulently, that the Governor, Van Imhoff, was obliged to order the Missionaries to settle inland, beyond the Dutch limits. At the end of that year, Van Imhoff was promoted to Batavia, and the Mora- vians, in October were expelled to the Island.",6,70
0345_the_land_of_the_perumauls_page_345.jpg,"* At Chowghaut, the Mucuas dissatisfied at having no religious observances like other people, and feeling the want of them, whilst they are aware that they cannot ascend in the Hindu scale, are rapidly decreasing in numbers, as it has become the custom, for one son in every family to become a Mahomedan Mop- lah. This class are known as the Pooddia Islam, or the ""new Mahomedans.""",6,66
0542_the_land_of_the_perumauls_page_542.jpg,* Dragon flies in confinement soon die. Col. Pringle states that a specific for this is to cut off their heads.,3,20
0367_the_land_of_the_perumauls_page_367.jpg,"* The observer acquainted with the cause of this great mourning, must on entering the Synagogue of the black Jews, experience a mixed feeling, of pain and absurdity. The former at witnessing the mournful aspect, and doleful lamentations around him; and the latter on remembering, that they are all Natives of India, alike ignorant of history, or geography.",6,57
0420_the_land_of_the_perumauls_page_420.jpg,"* Natives cannot understand, why Europea s clothe themselves to such an extent in India. A Namboorie visiting at the house of an European gentle- man, after meditating for some little time suddenly pointed to a wine bottle which had on a worked cover, and exclaimed, ""well you are a curious race ""of people, not only do you clothe yourselves from your head to your feet, ""put cloths upon your wooden tables, but also petticoats on your bottles.""",6,77
0031_the_land_of_the_perumauls_page_31.jpg,"* In the Dutch records it is stated that Cranganore is deemed specially sacred, on account of its having been built whilst Puresu Rama was on earth. At Trichoor it is said the name Kudungaloor is merely a corruption of Kodi (a crore), lingum (the Indian Phallus), oor (country). In the Kodungaloor, or Cranganore pagoda, are numerous figures of the lingum.",6,60
0116_the_land_of_the_perumauls_page_116.jpg,"* Almeyda commenced the Cannanore Fort in 1505, whilst on his way to Cochin. He left Lorenzo de Brito, with 150 men, and two vessels to defend it.",0,27
0224_the_land_of_the_perumauls_page_224.jpg,"* As a Medical topography, is incompatible, with the scheme of the present, work, it can only be observed : that it is unfortunately but too true, that ""no ""town of corresponding importance, possesses in so small a degree, appliances, ""for the preservation of the public health, or where sewerage and drainage, ""are so little attended to"" but these matters, are in no degree under medical control. Readers curious on these subjects, are referred to the first 3 volumes of the Madras Quarterly Journal of Medical Science, for the years 1860 and 1861.",4,91
0364_the_land_of_the_perumauls_page_364.jpg,"* Although the Black Jews perform their own religious services, should a White Rabbi enter their Synagogue, they must give place, and allow him to carry on the Service. (cotd.) which is used in this part of India, to steer boats with,and is believed to signify, that these Priests can steer persons, free from the shoals and quick sands, on which others less favoured are wrecked.",6,65
0260_the_land_of_the_perumauls_page_260.jpg,"* The Dutch never had the protectorate over the Syrian Churches, common- ly known as the ""Hill"" or ""New or St. Sthomas' Christians,"" but they had over all the other Christian sects.",0,31
0302_the_land_of_the_perumauls_page_302.jpg,"* Kennedy's Researches, page 291.",3,4
0302_the_land_of_the_perumauls_page_302.jpg,"† The serpent appears as a type of the evil one, to have always had altars raised for his service, to deprecate his anger. As this reptile is long lived, and yearly changes his skin, it after a time became to be considered, as almost im- mortal, and employed to typify immortality.",6,51
0527_the_land_of_the_perumauls_page_527.jpg,"* The Natives give most exaggerated accounts of the size of these fish ; the hammer headed shark, they say is often from 40 to 60 feet in length, and the white variety much larger, but they cannot catch them, owing to their enor- mous size!",0,44
0291_the_land_of_the_perumauls_page_291.jpg,* Sir Wm. Jones Vol. vi. p. 418.,3,7
0291_the_land_of_the_perumauls_page_291.jpg,"† The three mystical letters AUM are said to mean, the Creator, preserver and destroyer : and like the mystical name of the Deity, HVII, amongst the Jews, is never pronounced aloud.",0,30
0291_the_land_of_the_perumauls_page_291.jpg,"‡ H.T. Colebrooke, Asiatic Researches, Vol. ix. p. 289.",3,8
0395_the_land_of_the_perumauls_page_395.jpg,"* Returns of Lieutenants Connor, and Ward. M.S.S. Official Records.",3,9
0395_the_land_of_the_perumauls_page_395.jpg,"† Short.—Madras Medical Journal, vol. IV. page 103, 1862. Ethnology of Chingleput.",3,11
0030_the_land_of_the_perumauls_page_30.jpg,"* In the Dutch Records for 1743, it is expressly stated: the Cranganore territory owed obedience to the Dutch Company, and was not under the Ra- jah of Cochin. That they obtained this territory by a treaty of peace made with the Samorin, December 17th, 1717, but they allowed the line of the Cran- ganore Rajahs to continue as their vassals.",6,60
0030_the_land_of_the_perumauls_page_30.jpg,"† The Rajah of Cochin, in 1792, unsuccessfully laid claim before the Bri- tish Comissioners, to the whole island, called by Europeans, Chetwye (Ma- napuram): which consisted of three small territories, Cranganore to the south, Paponetty or Ayroor in the centre, and Chetwye to the north.",0,45
0159_the_land_of_the_perumauls_page_159.jpg,"* In 1757, Commandant de Jong, addressed some secret considerations to Ba- tavia. He observes, that the principal object of the Dutch company, in expel- ling the Portuguese from the Western Coast of India, was in order to become the possessors of the pepper-trade, exclusive of every other nation. But the bad faith of the Malabar princes, and the competition of European rivals, caus- ed them much disappointment. Their competitors bought pepper as they required it, always paying the market rate, or a little above it, whilst the Dutch insisted upon the performance of the contracts at a low fixed rate, and that no pepper should be disposed of, until they were served. The contracts mention no fixed rate, but only speak of the market rate, as the rule to be adhered to. The Dutch designated all trade with other parties contraband, and frequently brought Military force to check it, this was expensive, and the Malabar com- mand was almost invariably in debt. In his memorial, he gives his opinion, that monopolies in this article, did not exist before the advent of the Dutch, and were illegal combinations of the rulers, as he hints for defrauding the people. The Portuguese obtained it he remarks, from the Rajahs, but they only acted like brokers, between the owners",5,215
0328_the_land_of_the_perumauls_page_328.jpg,"* Potie, is a name given in Travancore, to all Brahmans.",3,10
0053_the_land_of_the_perumauls_page_53.jpg,"* Lieutenant Taylor's Official report, H. M. surveying vessel Bheema.",3,9
0076_the_land_of_the_perumauls_page_76.jpg,"* Report of the Commissioners, dated Ayacotta, October 11th, 1793.",3,9
0076_the_land_of_the_perumauls_page_76.jpg,"† The various British Residents of Travancore and Cochin, have been as follows:—Col. Macauley, 1800, until March 1810. Col. T. Munro, 1810, to January 1819. Col. S. McDowall, 1819, died in November 1820. Col. D. Newall, February 1821, until May 1827. Col. Morison, 1827 to December 1829. Lieutenant Colonel E. Cadogan, (acting) 1829, to June 1834. T. A. Casa- maijor, Esquire, 1834, to January 1836. Colonel Fraser, 1836, to 1838. Captain Douglass, (acting,) 1838, to November 1839. Lieutenant Colonel T. Maclean, 1839, died in July 1840. Lieutenant General Cullen, 1840, to January 1860. F. N. Maltby, Esquire, 1860, to May 1862, W. Fisher, Esquire, 1862.",4,104
0178_the_land_of_the_perumauls_page_178.jpg,"* April 26th, 1790, Colonel James Hartley, arrived in Cochin, as Commissioner, from the British to the Dutch, he remained until September 1st, when he left in the Beagle, a 12 gun vessel. Dutch Commissioners Cellarius, and Eversdyck left Cochin, as Agents to the Rajah of Travancore, on August 12th and return- ed on September 4th.",6,55
0469_the_land_of_the_perumauls_page_469.jpg,"* In the memoirs of the Missionary Weitbrecht, it is stated that Hindus believe coal, to be the remains of horses, of which as many as 5,090 were fre- quently sacrificed to the gods, by their kings in ancient times. The tar in the coal is supposed to arise from the ghee, poured on the sacrificial fire.",6,56
0469_the_land_of_the_perumauls_page_469.jpg,"† Krishna was an especial favourite with the Shepherdesses, of whom he had a large number under his protection. On hearing of his death, they are believed to have drowned themselves in the pool at Dwaraka; in commemora- tion of which, the caste marks of the Vishnuites ought to be made of the mud from that pond.",6,56
0498_the_land_of_the_perumauls_page_498.jpg,"* In Africa Mr. MeGregor Laird, states that Natives run a spear through Crocodiles tails, when they can catch them asleep. The captor holds on to the spear, whilst the captive twists around as if on a spit. Now a second Native rushes to the scene of strife, and endeavours to despatch the game. In India this plan would hardly succeed, as the Crocodile’s tail is too well protected to be securely pivoted through, besides he is not a sound sleeper, whilst his strength is too great to be held by a spear, thrust through into the ground, and merely pressed down by the weight of one man.",4,107
0139_the_land_of_the_perumauls_page_139.jpg,"* Cochin in the Dutch Records, is said to have been called Perimbaddapu, and before the advent of the Portuguese, to have formed a portion of Repelim.",0,26
0229_the_land_of_the_perumauls_page_229.jpg,"* From the Official Records in Cochin Cutcherry 1843. (cotd.) Chiven, or Siva of the Hindus, the idol they mostly carry in procession ; whilst Moloch, appears to be Kali or Bhagavadi, Siva’s wife (see page 283.) The star in the knee of Gemini, is termed Siva’s star, and is painted on his car. In the fragment to Cahnet, it is said. ""It wili no doubt be observed, that ""the Chiun of Amos, is a term'used many ages after the event to which the ""prophet refers, which are thus connected with the history of Balaam, Numbers ""Ch. XXII and the term in Numbers, is not Chiun, but Baal-peor."" Thus Amos calls Baal-peor by the name of Chiven, or Siva, which ""Israel joined him- self to.""",1,123
0369_the_land_of_the_perumauls_page_369.jpg,"* In the Romo-Syrian church at Shallacooddee, there is a representation over their figure of St. George, said to have been of Jewish origin. It is a triangle inside which is an eye, surrounded by a halo, or Unity in Trinity. The Vicar stated it owed its origin to a Jewish legend, that Moses on Mount Sinai was only permitted to see one of the Almighty’s eyes.",6,66
0369_the_land_of_the_perumauls_page_369.jpg,"† This is the date given in the Jewish translation, received from the Senior Rabbi at Jewstown, who in 1861 had charge of the Jewish plates. The most",0,27
0149_the_land_of_the_perumauls_page_149.jpg,"* Mr Swaardekroon, a former Governor of Cochin, who was Governor-Gene- ral of Batavia, from 1718 to 1725, procured the coffee plant from Mocha, and after paying a very high price for what was first produced (15 rix dollars, per 125 pounds weight,) he further encouraged its growth by every means in his power. In 1753, 1,200,000 pounds weight were furnished from Cheribon, as much from Jaccatra and the Preanger lands : in 1768, from Jaccatra and the Preanger lands, 4,165,500 pounds weight of this were produced.",4,85
0073_the_land_of_the_perumauls_page_73.jpg,"* The Hindus assert, that Tippoo's defeat, was a dispensation on him, for his cruelty in the Annimallis. Knowing that the destruction of a female ele- phant, is considered on eof the worst violation of Hindu laws, for the preserva- tion of animal life, he practised it. Female elephants were chained to the ground by their forefeet, and the Sultan then tried, how deeply he could cut with his sword, through the necks of the poor animals. He then ordered Mus- salmen, and lastly even Brahmans, to take their turn, in the amusement. Ganesha was no doubt incensed, and retribution followed.",4,100
0057_the_land_of_the_perumauls_page_57.jpg,"* Madras Journal of Literature and Science. New Series, No. XII, page 264, by Lieut. Mitchell.",3,15
0038_the_land_of_the_perumauls_page_38.jpg,* The Cochin Native Government.,3,4
0319_the_land_of_the_perumauls_page_319.jpg,"* The term Namboorie, is said to be derived from Namboo, ""a paddle,""",3,12
0054_the_land_of_the_perumauls_page_54.jpg,"* It cannot be supposed that increasing the depth of the bar, so as to permit larger vessels to enter the Cochin river, will increase the amount of produce shipped from the port. Any one who has seen the British harbours along the Western Coast, must be persuaded Cochin is far superior to any of the others.",6,56
0071_the_land_of_the_perumauls_page_71.jpg,"* The next meeting between members of these two Royal houses, occurred on January 16th, 1862, when the Rajah of Cochin, received the First prince of Travancore, at his Palace, at Muttencherry; after the return of the latter, from a visit to Madras.",0,42
0218_the_land_of_the_perumauls_page_218.jpg,* Lord Stanley's despatch on education in India.,3,7
0488_the_land_of_the_perumauls_page_488.jpg,"* Amongst the Psittacinœ, or short square tailed true parrots, the Indian species are not loquacious: none could compete with the following pair which belonged ""to a serious old lady, one of which (a recent acquisition,) having bestowed ""some hearty forecastle curses upon his mistress, the other, whose education ""had been better attended to, immediately followed with the pious response, """"We beseech thee to hear us, good Lord.""",6,67
0055_the_land_of_the_perumauls_page_55.jpg,"* Master Attendant's Official report, 1862.",3,5
